"","Date","Visitor/Neutral","Home/Neutral","spread","Home","Visit"
"739",2017-02-01,"Ind","ORL",-4.26080384156573,"W","L"
"740",2017-02-01,"Lac","Pho",2.15678434613096,"L","W"
"741",2017-02-01,"Mil","Uta",-0.945064954158366,"W","L"
"742",2017-02-02,"Atl","Hou",-0.650872594703706,"W","L"
"743",2017-02-02,"GSW","Lac",1.36489420953667,"L","W"
"744",2017-02-02,"Phi","Sas",-6.56312480715156,"W","L"
"745",2017-02-02,"Lal","Was",-7.99717413613228,"W","L"
"746",2017-02-03,"Lal","Bos",-6.56312480715156,"W","L"
"747",2017-02-03,"Ind","Bkn",1.36489420953667,"L","W"
"748",2017-02-03,"Mil","Den",-0.762406282957165,"W","L"
"749",2017-02-03,"Min","Det",-0.945064954158366,"W","L"
"750",2017-02-03,"Chi","Hou",-0.857379709363063,"W","L"
"751",2017-02-03,"Mem","Okc",-0.945064954158366,"W","L"
"752",2017-02-03,"Tor","ORL",-4.300746580607,"W","L"
"753",2017-02-03,"Dal","Por",-5.82475072764892,"W","L"
"754",2017-02-03,"Pho","Sac",-5.949181172976,"W","L"
"755",2017-02-04,"ORL","Atl",-0.762406282957165,"W","L"
"756",2017-02-04,"Det","Ind",-5.99522873911059,"W","L"
"757",2017-02-04,"Phi","Mia",-0.945064954158366,"W","L"
"758",2017-02-04,"Mem","Min",-0.945064954158366,"W","L"
"759",2017-02-04,"Cle","NY",-0.945064954158366,"W","L"
"760",2017-02-04,"Mil","Pho",-0.650872594703706,"W","L"
"761",2017-02-04,"GSW","Sac",3.74965198437767,"L","W"
"762",2017-02-04,"Den","Sas",-9.65711327920515,"W","L"
"763",2017-02-04,"Cha","Uta",-0.945064954158366,"W","L"
"764",2017-02-04,"NO","Was",-5.25092462239669,"W","L"
"765",2017-02-05,"Lac","Bos",-0.453249933237921,"W","L"
"766",2017-02-05,"Tor","Bkn",1.18841913360479,"L","W"
"767",2017-02-05,"Por","Okc",-0.945064954158366,"W","L"
"768",2017-02-06,"Uta","Atl",-0.857379709363063,"W","L"
"769",2017-02-06,"Dal","Den",-5.88057669931401,"W","L"
"770",2017-02-06,"Phi","Det",-0.857379709363063,"W","L"
"771",2017-02-06,"Okc","Ind",-6.09442194501449,"W","L"
"772",2017-02-06,"Sas","Mem",0.531954642760856,"L","W"
"773",2017-02-06,"Mia","Min",-0.945064954158366,"W","L"
"774",2017-02-06,"Pho","NO",-6.17788741031179,"W","L"
"775",2017-02-06,"Lal","NY",-6.17788741031179,"W","L"
"776",2017-02-06,"Chi","Sac",-0.857379709363063,"W","L"
"777",2017-02-06,"Lac","Tor",-4.38421204590429,"W","L"
"778",2017-02-06,"Cle","Was",-5.39346576467457,"W","L"
"779",2017-02-07,"Bkn","Cha",-1.19162401274056,"W","L"
"780",2017-02-07,"Por","Dal",-4.19346986786117,"W","L"
"781",2017-02-07,"ORL","Hou",0.250694739001785,"L","W"
"782",2017-02-08,"Den","Atl",-5.35604786551186,"W","L"
"783",2017-02-08,"Was","Bkn",1.36489420953667,"L","W"
"784",2017-02-08,"Lal","Det",-6.1318398441772,"W","L"
"785",2017-02-08,"Chi","GSW",-7.37224280340818,"W","L"
"786",2017-02-08,"Cle","Ind",-5.949181172976,"W","L"
"787",2017-02-08,"Pho","Mem",-6.09442194501449,"W","L"
"788",2017-02-08,"Mia","Mil",-0.945064954158366,"W","L"
"789",2017-02-08,"Tor","Min",0.371518389214372,"L","W"
"790",2017-02-08,"Uta","NO",-0.857379709363063,"W","L"
"791",2017-02-08,"Lac","NY",-0.206690874655731,"W","L"
"792",2017-02-08,"Sas","Phi",1.12857457143922,"L","W"
"793",2017-02-08,"Bos","Sac",0.531954642760856,"L","W"
"794",2017-02-09,"Hou","Cha",-1.52030545848857,"W","L"
"795",2017-02-09,"Uta","Dal",0.718846921611119,"L","W"
"796",2017-02-09,"Cle","Okc",-0.945064954158366,"W","L"
"797",2017-02-09,"Phi","ORL",-0.762406282957165,"W","L"
"798",2017-02-09,"Bos","Por",0.250694739001785,"L","W"
"799",2017-02-10,"Mia","Bkn",-0.762406282957165,"W","L"
"800",2017-02-10,"Sas","Det",1.18841913360479,"L","W"
"801",2017-02-10,"GSW","Mem",0.718846921611119,"L","W"
"802",2017-02-10,"Lal","Mil",-1.68537269351261,"W","L"
"803",2017-02-10,"NO","Min",-0.857379709363063,"W","L"
"804",2017-02-10,"Den","NY",-5.99522873911059,"W","L"
"805",2017-02-10,"Chi","Pho",-0.762406282957165,"W","L"
"806",2017-02-10,"Atl","Sac",-0.762406282957165,"W","L"
"807",2017-02-10,"Ind","Was",-4.17509943738306,"W","L"
"808",2017-02-11,"Lac","Cha",-0.206690874655731,"W","L"
"809",2017-02-11,"Den","Cle",-5.91176327381329,"W","L"
"810",2017-02-11,"ORL","Dal",-4.05244321950592,"W","L"
"811",2017-02-11,"Pho","Hou",-5.83764748472254,"W","L"
"812",2017-02-11,"Mil","Ind",-6.09442194501449,"W","L"
"813",2017-02-11,"GSW","Okc",1.01732561067548,"L","W"
"814",2017-02-11,"Mia","Phi",-0.945064954158366,"W","L"
"815",2017-02-11,"Bos","Uta",-0.945064954158366,"W","L"
"816",2017-02-12,"Chi","Min",-0.945064954158366,"W","L"
"817",2017-02-12,"Sas","NY",0.848610410249129,"L","W"
"818",2017-02-12,"NO","Sac",-0.206690874655731,"W","L"
"819",2017-02-12,"Det","Tor",-5.99522873911059,"W","L"
"820",2017-02-13,"Mem","Bkn",-0.650872594703706,"W","L"
"821",2017-02-13,"Phi","Cha",-0.945064954158366,"W","L"
"822",2017-02-13,"Bos","Dal",1.44296041561013,"L","W"
"823",2017-02-13,"GSW","Den",8.10989613535568,"L","W"
"824",2017-02-13,"Sas","Ind",-2.73600288309012,"W","L"
"825",2017-02-13,"ORL","Mia",-0.857379709363063,"W","L"
"826",2017-02-13,"Det","Mil",-0.945064954158366,"W","L"
"827",2017-02-13,"NO","Pho",0.531954642760856,"L","W"
"828",2017-02-13,"Atl","Por",-0.857379709363063,"W","L"
"829",2017-02-13,"Lac","Uta",-0.945064954158366,"W","L"
"830",2017-02-13,"Okc","Was",-6.00673670021919,"W","L"
"831",2017-02-14,"Tor","Chi",0.531954642760856,"L","W"
"832",2017-02-14,"Sac","Lal",0.114605286348884,"L","W"
"833",2017-02-14,"Cle","Min",-0.945064954158366,"W","L"
"834",2017-02-15,"Phi","Bos",-1.08115440681127,"W","L"
"835",2017-02-15,"Mil","Bkn",-0.857379709363063,"W","L"
"836",2017-02-15,"Ind","Cle",0.250694739001785,"L","W"
"837",2017-02-15,"Min","Den",-0.717792367421786,"W","L"
"838",2017-02-15,"Dal","Det",-5.99522873911059,"W","L"
"839",2017-02-15,"Sac","GSW",-9.04015626261718,"W","L"
"840",2017-02-15,"Mia","Hou",-0.762406282957165,"W","L"
"841",2017-02-15,"Atl","Lac",-6.1318398441772,"W","L"
"842",2017-02-15,"NO","Mem",-0.945064954158366,"W","L"
"843",2017-02-15,"NY","Okc",-0.945064954158366,"W","L"
"844",2017-02-15,"Sas","ORL",2.28217454692912,"L","W"
"845",2017-02-15,"Lal","Pho",-5.24247391115265,"W","L"
"846",2017-02-15,"Cha","Tor",-5.91176327381329,"W","L"
"847",2017-02-15,"Por","Uta",-1.08115440681127,"W","L"
"848",2017-02-16,"Bos","Chi",-0.650872594703706,"W","L"
"849",2017-02-16,"Was","Ind",-5.29860327781059,"W","L"
"850",2017-02-23,"NY","Cle",-0.857379709363063,"W","L"
"851",2017-02-23,"Cha","Det",-0.945064954158366,"W","L"
"852",2017-02-23,"Lac","GSW",-7.37224280340818,"W","L"
"853",2017-02-23,"Hou","NO",-6.00673670021919,"W","L"
"854",2017-02-23,"Por","ORL",-5.7206414248851,"W","L"
"855",2017-02-23,"Den","Sac",-4.43051006924501,"W","L"
"856",2017-02-24,"Mia","Atl",-0.945064954158366,"W","L"
"857",2017-02-24,"Pho","Chi",-1.47770632050144,"W","L"
"858",2017-02-24,"Bkn","Den",-5.99522873911059,"W","L"
"859",2017-02-24,"Mem","Ind",-5.83217511313856,"W","L"
"860",2017-02-24,"Sas","Lac",0.595933205096142,"L","W"
"861",2017-02-24,"Uta","Mil",-0.945064954158366,"W","L"
"862",2017-02-24,"Dal","Min",-5.99522873911059,"W","L"
"863",2017-02-24,"Lal","Okc",-1.08115440681127,"W","L"
"864",2017-02-24,"Was","Phi",-4.77783860164176,"W","L"
"865",2017-02-24,"Bos","Tor",-4.89866225185434,"W","L"
"866",2017-02-25,"Chi","Cle",-0.945064954158366,"W","L"
"867",2017-02-25,"NO","Dal",0.848610410249129,"L","W"
"868",2017-02-25,"Bkn","GSW",-9.04015626261718,"W","L"
"869",2017-02-25,"Min","Hou",-0.258166434505961,"W","L"
"870",2017-02-25,"Ind","Mia",0.371518389214372,"L","W"
"871",2017-02-25,"Phi","NY",-0.945064954158366,"W","L"
"872",2017-02-25,"Atl","ORL",-0.857379709363063,"W","L"
"873",2017-02-25,"Cha","Sac",-0.762406282957165,"W","L"
"874",2017-02-26,"Mem","Den",-0.0931169202965239,"W","L"
"875",2017-02-26,"Bos","Det",-0.650872594703706,"W","L"
"876",2017-02-26,"Cha","Lac",-6.09442194501449,"W","L"
"877",2017-02-26,"Sas","Lal",8.10989613535568,"L","W"
"878",2017-02-26,"Pho","Mil",-1.68537269351261,"W","L"
"879",2017-02-26,"NO","Okc",-0.945064954158366,"W","L"
"880",2017-02-26,"Por","Tor",-5.82475072764892,"W","L"
"881",2017-02-26,"Uta","Was",-0.206690874655731,"W","L"
"882",2017-02-27,"Atl","Bos",-1.68537269351261,"W","L"
"883",2017-02-27,"Mil","Cle",-0.945064954158366,"W","L"
"884",2017-02-27,"Mia","Dal",0.250694739001785,"L","W"
"885",2017-02-27,"Ind","Hou",1.73475984896839,"L","W"
"886",2017-02-27,"Tor","NY",-5.16745915709939,"W","L"
"887",2017-02-27,"GSW","Phi",1.18841913360479,"L","W"
"888",2017-02-27,"Min","Sac",-0.762406282957165,"W","L"
"889",2017-02-28,"Den","Chi",-0.52744966583096,"W","L"
"890",2017-02-28,"Por","Det",-0.762406282957165,"W","L"
"891",2017-02-28,"Cha","Lal",-0.14255186309158,"W","L"
"892",2017-02-28,"Pho","Mem",-6.09442194501449,"W","L"
"893",2017-02-28,"Uta","Okc",-0.945064954158366,"W","L"
"894",2017-02-28,"GSW","Was",5.96028791733116,"L","W"
"895",2017-03-01,"Dal","Atl",-5.99522873911059,"W","L"
"896",2017-03-01,"Cle","Bos",-0.945064954158366,"W","L"
"897",2017-03-01,"Hou","Lac",-6.9925473470525,"W","L"
"898",2017-03-01,"Phi","Mia",-0.945064954158366,"W","L"
"899",2017-03-01,"Den","Mil",-1.10393876794525,"W","L"
"900",2017-03-01,"Det","NO",-0.857379709363063,"W","L"
"901",2017-03-01,"NY","ORL",-0.258166434505961,"W","L"
"902",2017-03-01,"Bkn","Sac",-5.92714853954446,"W","L"
"903",2017-03-01,"Ind","Sas",-7.55299241608431,"W","L"
"904",2017-03-01,"Was","Tor",-5.29860327781059,"W","L"
"905",2017-03-01,"Min","Uta",-0.945064954158366,"W","L"
"906",2017-03-02,"GSW","Chi",1.44296041561013,"L","W"
"907",2017-03-02,"Cha","Pho",-0.14255186309158,"W","L"
"908",2017-03-02,"Okc","Por",-0.945064954158366,"W","L"
"909",2017-03-03,"Cle","Atl",-0.857379709363063,"W","L"
"910",2017-03-03,"Mem","Dal",0.718846921611119,"L","W"
"911",2017-03-03,"Bos","Lal",0.95588712299496,"L","W"
"912",2017-03-03,"Lac","Mil",-0.762406282957165,"W","L"
"913",2017-03-03,"Sas","NO",1.36489420953667,"L","W"
"914",2017-03-03,"Mia","ORL",-0.857379709363063,"W","L"
"915",2017-03-03,"NY","Phi",-0.857379709363063,"W","L"
"916",2017-03-03,"Okc","Pho",-0.762406282957165,"W","L"
"917",2017-03-03,"Bkn","Uta",-6.01483378433976,"W","L"
"918",2017-03-03,"Tor","Was",-4.30802810613157,"W","L"
"919",2017-03-04,"Lac","Chi",0.250694739001785,"L","W"
"920",2017-03-04,"Cha","Den",-0.342780327308632,"W","L"
"921",2017-03-04,"Mem","Hou",-0.206690874655731,"W","L"
"922",2017-03-04,"Cle","Mia",-0.945064954158366,"W","L"
"923",2017-03-04,"Tor","Mil",-0.206690874655731,"W","L"
"924",2017-03-04,"Det","Phi",-0.945064954158366,"W","L"
"925",2017-03-04,"Bkn","Por",-6.00673670021919,"W","L"
"926",2017-03-04,"Min","Sas",-6.61798726982661,"W","L"
"927",2017-03-05,"Ind","Atl",0.718846921611119,"L","W"
"928",2017-03-05,"Okc","Dal",-0.206690874655731,"W","L"
"929",2017-03-05,"NO","Lal",0.531954642760856,"L","W"
"930",2017-03-05,"GSW","NY",1.12857457143922,"L","W"
"931",2017-03-05,"Bos","Pho",0.95588712299496,"L","W"
"932",2017-03-05,"Uta","Sac",-0.52744966583096,"W","L"
"933",2017-03-05,"ORL","Was",-5.06647928398801,"W","L"
"934",2017-03-06,"GSW","Atl",1.87084930162129,"L","W"
"935",2017-03-06,"Ind","Cha",0.250694739001785,"L","W"
"936",2017-03-06,"Mia","Cle",-0.945064954158366,"W","L"
"937",2017-03-06,"Sac","Den",-5.11244664885244,"W","L"
"938",2017-03-06,"Chi","Det",-0.945064954158366,"W","L"
"939",2017-03-06,"Bos","Lac",-5.91176327381329,"W","L"
"940",2017-03-06,"Bkn","Mem",-1.68537269351261,"W","L"
"941",2017-03-06,"Por","Min",-0.857379709363063,"W","L"
"942",2017-03-06,"NY","ORL",-0.258166434505961,"W","L"
"943",2017-03-06,"Mil","Phi",-0.945064954158366,"W","L"
"944",2017-03-06,"Hou","Sas",-9.04015626261718,"W","L"
"945",2017-03-06,"NO","Uta",-0.945064954158366,"W","L"
"946",2017-03-07,"Lal","Dal",-4.70086781339256,"W","L"
"947",2017-03-07,"Por","Okc",-0.945064954158366,"W","L"
"948",2017-03-07,"Was","Pho",1.83811360343582,"L","W"
"949",2017-03-08,"Bkn","Atl",-1.19162401274056,"W","L"
"950",2017-03-08,"Was","Den",-2.95064790922431,"W","L"
"951",2017-03-08,"Bos","GSW",-6.73330569855081,"W","L"
"952",2017-03-08,"Uta","Hou",-0.206690874655731,"W","L"
"953",2017-03-08,"Det","Ind",-5.99522873911059,"W","L"
"954",2017-03-08,"Cha","Mia",-0.945064954158366,"W","L"
"955",2017-03-08,"NY","Mil",-0.945064954158366,"W","L"
"956",2017-03-08,"Lac","Min",-0.0181021662432647,"W","L"
"957",2017-03-08,"Tor","NO",-0.208353096593389,"W","L"
"958",2017-03-08,"Chi","ORL",-0.945064954158366,"W","L"
"959",2017-03-08,"Sac","Sas",-8.91271203838133,"W","L"
"960",2017-03-09,"Cle","Det",-0.857379709363063,"W","L"
"961",2017-03-09,"Lac","Mem",-0.762406282957165,"W","L"
"962",2017-03-09,"Sas","Okc",0.848610410249129,"L","W"
"963",2017-03-09,"Lal","Pho",-5.24247391115265,"W","L"
"964",2017-03-09,"Phi","Por",-0.762406282957165,"W","L"
"965",2017-03-10,"Tor","Atl",0.531954642760856,"L","W"
"966",2017-03-10,"Hou","Chi",-0.945064954158366,"W","L"
"967",2017-03-10,"ORL","Cha",-0.857379709363063,"W","L"
"968",2017-03-10,"Bkn","Dal",-4.98818743279395,"W","L"
"969",2017-03-10,"Bos","Den",0.712520957596229,"L","W"
"970",2017-03-10,"Ind","Mil",-0.206690874655731,"W","L"
"971",2017-03-10,"GSW","Min",1.36489420953667,"L","W"
"972",2017-03-10,"Was","Sac",-3.96093785725134,"W","L"
"973",2017-03-11,"NO","Cha",-0.945064954158366,"W","L"
"974",2017-03-11,"Pho","Dal",-4.70086781339256,"W","L"
"975",2017-03-11,"NY","Det",-0.762406282957165,"W","L"
"976",2017-03-11,"Phi","Lac",-6.00673670021919,"W","L"
"977",2017-03-11,"Atl","Mem",-0.945064954158366,"W","L"
"978",2017-03-11,"Tor","Mia",0.250694739001785,"L","W"
"979",2017-03-11,"Min","Mil",-0.945064954158366,"W","L"
"980",2017-03-11,"Uta","Okc",-0.945064954158366,"W","L"
"981",2017-03-11,"Cle","ORL",-0.762406282957165,"W","L"
"982",2017-03-11,"Was","Por",-4.13203138018065,"W","L"
"983",2017-03-11,"Den","Sac",-4.43051006924501,"W","L"
"984",2017-03-11,"GSW","Sas",-4.300746580607,"W","L"
"985",2017-03-12,"Chi","Bos",-1.52030545848857,"W","L"
"986",2017-03-12,"NY","Bkn",0.250694739001785,"L","W"
"987",2017-03-12,"Cle","Hou",-0.206690874655731,"W","L"
"988",2017-03-12,"Mia","Ind",-6.0441545993819,"W","L"
"989",2017-03-12,"Phi","Lal",0.371518389214372,"L","W"
"990",2017-03-12,"Por","Pho",0.531954642760856,"L","W"
"991",2017-03-13,"Chi","Cha",-0.945064954158366,"W","L"
"992",2017-03-13,"Lal","Den",-5.87961319032398,"W","L"
"993",2017-03-13,"Mil","Mem",-0.945064954158366,"W","L"
"994",2017-03-13,"Was","Min",-0.208353096593389,"W","L"
"995",2017-03-13,"ORL","Sac",-0.0181021662432647,"W","L"
"996",2017-03-13,"Atl","Sas",-7.24134794710912,"W","L"
"997",2017-03-13,"Dal","Tor",-8.30178218311454,"W","L"
"998",2017-03-13,"Lac","Uta",-0.945064954158366,"W","L"
"999",2017-03-14,"Okc","Bkn",-0.857379709363063,"W","L"
"1000",2017-03-14,"Det","Cle",-0.945064954158366,"W","L"
"1001",2017-03-14,"Phi","GSW",-7.24134794710912,"W","L"
"1002",2017-03-14,"Por","NO",-1.50271402231141,"W","L"
"1003",2017-03-14,"Ind","NY",-5.02898118355515,"W","L"
"1004",2017-03-15,"Min","Bos",-1.19162401274056,"W","L"
"1005",2017-03-15,"Mem","Chi",-0.945064954158366,"W","L"
"1006",2017-03-15,"Uta","Det",-0.857379709363063,"W","L"
"1007",2017-03-15,"Lal","Hou",-5.83764748472254,"W","L"
"1008",2017-03-15,"Cha","Ind",-6.0441545993819,"W","L"
"1009",2017-03-15,"Mil","Lac",-1.47770632050144,"W","L"
"1010",2017-03-15,"NO","Mia",-0.857379709363063,"W","L"
"1011",2017-03-15,"Sac","Pho",0.114605286348884,"L","W"
"1012",2017-03-15,"Por","Sas",-8.29136649558695,"W","L"
"1013",2017-03-15,"Dal","Was",-7.72357291924443,"W","L"
"1014",2017-03-16,"Mem","Atl",-0.945064954158366,"W","L"
"1015",2017-03-16,"Uta","Cle",-0.945064954158366,"W","L"
"1016",2017-03-16,"Lac","Den",0.702652676255883,"L","W"
"1017",2017-03-16,"ORL","GSW",-8.29136649558695,"W","L"
"1018",2017-03-16,"Bkn","NY",-6.1318398441772,"W","L"
"1019",2017-03-16,"Okc","Tor",-6.09442194501449,"W","L"
"1020",2017-03-17,"Bos","Bkn",0.531954642760856,"L","W"
"1021",2017-03-17,"Tor","Det",0.395865190107955,"L","W"
"1022",2017-03-17,"Mil","Lal",-0.650872594703706,"W","L"
"1023",2017-03-17,"Min","Mia",-0.945064954158366,"W","L"
"1024",2017-03-17,"Hou","NO",-6.00673670021919,"W","L"
"1025",2017-03-17,"Dal","Phi",-6.09020216551649,"W","L"
"1026",2017-03-17,"ORL","Pho",0.718846921611119,"L","W"
"1027",2017-03-17,"Chi","Was",-6.09020216551649,"W","L"
"1028",2017-03-18,"Por","Atl",-0.762406282957165,"W","L"
"1029",2017-03-18,"Uta","Chi",-0.857379709363063,"W","L"
"1030",2017-03-18,"Was","Cha",-0.281946627341291,"W","L"
"1031",2017-03-18,"Hou","Den",-5.17956129209727,"W","L"
"1032",2017-03-18,"Mil","GSW",-6.21946029172804,"W","L"
"1033",2017-03-18,"Cle","Lac",-6.09442194501449,"W","L"
"1034",2017-03-18,"Sas","Mem",0.531954642760856,"L","W"
"1035",2017-03-18,"Sac","Okc",-0.945064954158366,"W","L"
"1036",2017-03-19,"Dal","Bkn",-4.89866225185434,"W","L"
"1037",2017-03-19,"Pho","Det",-6.1318398441772,"W","L"
"1038",2017-03-19,"Cle","Lal",0.250694739001785,"L","W"
"1039",2017-03-19,"Por","Mia",-0.857379709363063,"W","L"
"1040",2017-03-19,"Min","NO",-0.945064954158366,"W","L"
"1041",2017-03-19,"Bos","Phi",-0.762406282957165,"W","L"
"1042",2017-03-19,"Sac","Sas",-8.91271203838133,"W","L"
"1043",2017-03-19,"Ind","Tor",-4.48948528155397,"W","L"
"1044",2017-03-20,"Was","Bos",-4.98212771715164,"W","L"
"1045",2017-03-20,"Atl","Cha",-0.945064954158366,"W","L"
"1046",2017-03-20,"Den","Hou",-4.43051006924501,"W","L"
"1047",2017-03-20,"Uta","Ind",-0.762406282957165,"W","L"
"1048",2017-03-20,"NY","Lac",-6.00673670021919,"W","L"
"1049",2017-03-20,"GSW","Okc",1.01732561067548,"L","W"
"1050",2017-03-20,"Phi","ORL",-0.762406282957165,"W","L"
"1051",2017-03-21,"Det","Bkn",-0.52744966583096,"W","L"
"1052",2017-03-21,"GSW","Dal",8.10989613535568,"L","W"
"1053",2017-03-21,"Lac","Lal",2.15678434613096,"L","W"
"1054",2017-03-21,"Pho","Mia",-6.01483378433976,"W","L"
"1055",2017-03-21,"Sas","Min",1.12857457143922,"L","W"
"1056",2017-03-21,"Mem","NO",-0.945064954158366,"W","L"
"1057",2017-03-21,"Mil","Por",-0.945064954158366,"W","L"
"1058",2017-03-21,"Chi","Tor",-6.17788741031179,"W","L"
"1059",2017-03-22,"Ind","Bos",-4.93608015101705,"W","L"
"1060",2017-03-22,"Det","Chi",-0.945064954158366,"W","L"
"1061",2017-03-22,"Cle","Den",-0.154191618896166,"W","L"
"1062",2017-03-22,"Phi","Okc",-0.945064954158366,"W","L"
"1063",2017-03-22,"Cha","ORL",-0.857379709363063,"W","L"
"1064",2017-03-22,"Mil","Sac",-0.857379709363063,"W","L"
"1065",2017-03-22,"NY","Uta",-0.945064954158366,"W","L"
"1066",2017-03-22,"Atl","Was",-5.88369505085713,"W","L"
"1067",2017-03-23,"Pho","Bkn",-1.50271402231141,"W","L"
"1068",2017-03-23,"Lac","Dal",2.59827512191129,"L","W"
"1069",2017-03-23,"Tor","Mia",0.250694739001785,"L","W"
"1070",2017-03-23,"NY","Por",-0.206690874655731,"W","L"
"1071",2017-03-23,"Mem","Sas",-6.17788741031179,"W","L"
"1072",2017-03-24,"Pho","Bos",-6.56312480715156,"W","L"
"1073",2017-03-24,"Phi","Chi",-0.857379709363063,"W","L"
"1074",2017-03-24,"Cle","Cha",-0.945064954158366,"W","L"
"1075",2017-03-24,"Sac","GSW",-9.04015626261718,"W","L"
"1076",2017-03-24,"NO","Hou",0.0532611640561501,"L","W"
"1077",2017-03-24,"Den","Ind",-6.9747831522142,"W","L"
"1078",2017-03-24,"Min","Lal",0.0532611640561501,"L","W"
"1079",2017-03-24,"Atl","Mil",-0.945064954158366,"W","L"
"1080",2017-03-24,"Det","ORL",-0.762406282957165,"W","L"
"1081",2017-03-24,"Bkn","Was",-7.05868927590792,"W","L"
"1082",2017-03-25,"Was","Cle",-4.89866225185434,"W","L"
"1083",2017-03-25,"Tor","Dal",-1.50867936689506,"W","L"
"1084",2017-03-25,"Uta","Lac",-0.945064954158366,"W","L"
"1085",2017-03-25,"Min","Por",-0.762406282957165,"W","L"
"1086",2017-03-25,"NY","Sas",-6.26223897714816,"W","L"
"1087",2017-03-26,"Bkn","Atl",-1.19162401274056,"W","L"
"1088",2017-03-26,"Mia","Bos",-0.945064954158366,"W","L"
"1089",2017-03-26,"Pho","Cha",-6.09442194501449,"W","L"
"1090",2017-03-26,"NO","Den",-4.77783860164176,"W","L"
"1091",2017-03-26,"Mem","GSW",-6.17788741031179,"W","L"
"1092",2017-03-26,"Okc","Hou",-0.857379709363063,"W","L"
"1093",2017-03-26,"Phi","Ind",-5.99522873911059,"W","L"
"1094",2017-03-26,"Sac","Lac",-6.56312480715156,"W","L"
"1095",2017-03-26,"Por","Lal",0.531954642760856,"L","W"
"1096",2017-03-26,"Chi","Mil",-0.945064954158366,"W","L"
"1097",2017-03-27,"Okc","Dal",-0.206690874655731,"W","L"
"1098",2017-03-27,"Det","NY",-0.945064954158366,"W","L"
"1099",2017-03-27,"Mem","Sac",-0.762406282957165,"W","L"
"1100",2017-03-27,"Cle","Sas",-6.51748389535358,"W","L"
"1101",2017-03-27,"ORL","Tor",-5.4810862122254,"W","L"
"1102",2017-03-27,"NO","Uta",-0.945064954158366,"W","L"
"1103",2017-03-28,"Pho","Atl",-6.09442194501449,"W","L"
"1104",2017-03-28,"Phi","Bkn",-0.206690874655731,"W","L"
"1105",2017-03-28,"Mil","Cha",-0.945064954158366,"W","L"
"1106",2017-03-28,"Mia","Det",-0.945064954158366,"W","L"
"1107",2017-03-28,"GSW","Hou",5.96028791733116,"L","W"
"1108",2017-03-28,"Min","Ind",-5.99522873911059,"W","L"
"1109",2017-03-28,"Was","Lal",1.83811360343582,"L","W"
"1110",2017-03-28,"Den","Por",-4.86130406693905,"W","L"
"1111",2017-03-29,"Mil","Bos",-0.945064954158366,"W","L"
"1112",2017-03-29,"Was","Lac",-5.25628610163159,"W","L"
"1113",2017-03-29,"Ind","Mem",-0.206690874655731,"W","L"
"1114",2017-03-29,"Dal","NO",-6.07958030594696,"W","L"
"1115",2017-03-29,"Mia","NY",-0.945064954158366,"W","L"
